0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388094E+00,0.000000E+00,0.000000E+00
1.558000E-04,5.693000E-02,5.693000E-02,2.326070E-02,4.340000E-05,1.576060E-02,-2.000000E-07,2.387504E+00,7.228700E-03,-4.030000E-05
6.232000E-04,2.277138E-01,2.277129E-01,9.282630E-02,6.763000E-04,6.169960E-02,-1.370000E-05,2.385896E+00,2.880400E-02,-6.151000E-04
1.402100E-03,5.123327E-01,5.123111E-01,2.081498E-01,3.278600E-03,1.339417E-01,-1.602000E-04,2.383745E+00,6.354520E-02,-2.876100E-03
2.492400E-03,9.107555E-01,9.105424E-01,3.685701E-01,9.757700E-03,2.267457E-01,-9.259000E-04,2.381838E+00,1.083506E-01,-8.144800E-03
3.894100E-03,1.422938E+00,1.421654E+00,5.730418E-01,2.207870E-02,3.332307E-01,-3.615000E-03,2.381248E+00,1.573218E-01,-1.732000E-02
5.606900E-03,2.048825E+00,2.043246E+00,8.187936E-01,4.180480E-02,4.462380E-01,-1.087930E-02,2.383290E+00,2.025792E-01,-3.050240E-02
7.630800E-03,2.788348E+00,2.769274E+00,1.098738E+00,6.978080E-02,5.591733E-01,-2.691140E-02,2.389393E+00,2.363572E-01,-4.698270E-02
9.965300E-03,3.641424E+00,3.587413E+00,1.399064E+00,1.060285E-01,6.668178E-01,-5.668200E-02,2.400895E+00,2.537821E-01,-6.552350E-02
1.261040E-02,4.607962E+00,4.477020E+00,1.699668E+00,1.498582E-01,7.659190E-01,-1.040633E-01,2.418772E+00,2.551956E-01,-8.472250E-02
1.556570E-02,5.687854E+00,5.409418E+00,1.978402E+00,2.001148E-01,8.552713E-01,-1.697629E-01,2.443405E+00,2.466634E-01,-1.032648E-01
1.883090E-02,6.880982E+00,6.351258E+00,2.216828E+00,2.554441E-01,9.351960E-01,-2.504837E-01,2.474451E+00,2.379268E-01,-1.199965E-01
2.240560E-02,8.187216E+00,7.269894E+00,2.404130E+00,3.144736E-01,1.006686E+00,-3.398846E-01,2.510853E+00,2.386602E-01,-1.339322E-01
2.628950E-02,9.606412E+00,8.138524E+00,2.537775E+00,3.758875E-01,1.070658E+00,-4.306677E-01,2.550971E+00,2.551105E-01,-1.442995E-01
3.048200E-02,1.113841E+01,8.939216E+00,2.621621E+00,4.384303E-01,1.127595E+00,-5.165846E-01,2.592797E+00,2.885924E-01,-1.506827E-01
3.498280E-02,1.278306E+01,9.663239E+00,2.663090E+00,5.009007E-01,1.177616E+00,-5.935386E-01,2.634205E+00,3.361499E-01,-1.531348E-01
3.979140E-02,1.454015E+01,1.030941E+01,2.670750E+00,5.621651E-01,1.220749E+00,-6.596837E-01,2.673140E+00,3.924696E-01,-1.521923E-01
4.490720E-02,1.640952E+01,1.088161E+01,2.652819E+00,6.212061E-01,1.257178E+00,-7.149066E-01,2.707810E+00,4.520646E-01,-1.487206E-01
5.032970E-02,1.839095E+01,1.138649E+01,2.616441E+00,6.771870E-01,1.287296E+00,-7.601104E-01,2.736835E+00,5.105024E-01,-1.437334E-01
5.605830E-02,2.048421E+01,1.183183E+01,2.567474E+00,7.294995E-01,1.311662E+00,-7.966155E-01,2.759440E+00,5.646024E-01,-1.382147E-01
6.209230E-02,2.268910E+01,1.222555E+01,2.510543E+00,7.777656E-01,1.330929E+00,-8.257866E-01,2.775346E+00,6.123241E-01,-1.330167E-01
6.843110E-02,2.500535E+01,1.257512E+01,2.449218E+00,8.218032E-01,1.345804E+00,-8.488591E-01,2.784657E+00,6.524632E-01,-1.287117E-01
7.507390E-02,2.743272E+01,1.288734E+01,2.386214E+00,8.615787E-01,1.356985E+00,-8.669010E-01,2.787642E+00,6.845557E-01,-1.256032E-01
8.202020E-02,2.997095E+01,1.316815E+01,2.323572E+00,8.971596E-01,1.365160E+00,-8.808095E-01,2.784795E+00,7.087961E-01,-1.237022E-01
8.926900E-02,3.261975E+01,1.342268E+01,2.262803E+00,9.286752E-01,1.370970E+00,-8.913196E-01,2.776690E+00,7.257812E-01,-1.229705E-01
9.681970E-02,3.537883E+01,1.365534E+01,2.204998E+00,9.563135E-01,1.374840E+00,-8.990971E-01,2.763963E+00,7.358459E-01,-1.233110E-01
1.046713E-01,3.824789E+01,1.386993E+01,2.150767E+00,9.803193E-01,1.377011E+00,-9.046797E-01,2.747315E+00,7.393072E-01,-1.246382E-01
1.128231E-01,4.122661E+01,1.406975E+01,2.100336E+00,1.000968E+00,1.377716E+00,-9.083819E-01,2.727510E+00,7.366871E-01,-1.267175E-01
1.212741E-01,4.431468E+01,1.425754E+01,2.053807E+00,1.018517E+00,1.377247E+00,-9.104389E-01,2.705252E+00,7.288877E-01,-1.292569E-01
1.300233E-01,4.751174E+01,1.443543E+01,2.011236E+00,1.033224E+00,1.375802E+00,-9.111649E-01,2.681022E+00,7.169241E-01,-1.319038E-01
1.390699E-01,5.081746E+01,1.460514E+01,1.972474E+00,1.045347E+00,1.373516E+00,-9.108178E-01,2.655356E+00,7.018383E-01,-1.345106E-01
1.484129E-01,5.423146E+01,1.476821E+01,1.937151E+00,1.055126E+00,1.370560E+00,-9.095497E-01,2.628624E+00,6.841039E-01,-1.369452E-01
1.580512E-01,5.775338E+01,1.492599E+01,1.904871E+00,1.062797E+00,1.367074E+00,-9.074812E-01,2.601258E+00,6.645660E-01,-1.391825E-01
1.679837E-01,6.138282E+01,1.507947E+01,1.875215E+00,1.068602E+00,1.363058E+00,-9.046840E-01,2.573745E+00,6.439023E-01,-1.410633E-01
