-0.300000000	0.000000000
-0.149098199	0.000969768
-0.145737165	0.000956628
-0.142500437	0.000937031
-0.13925946	0.000935398
-0.136017323	0.000938664
-0.132775187	0.00094193
-0.129535626	0.00093431
-0.126297482	0.000920701
-0.123058384	0.00091112
-0.119810375	0.000939209
-0.116560897	0.000973503
-0.113379516	0.001007391
-0.110061041	0.001045901
-0.106808858	0.001091626
-0.103495107	0.001130699
-0.100306683	0.001173823
-0.097055532	0.001215193
-0.093803092	0.001262007
-0.090558998	0.001273548
-0.087317531	0.001273983
-0.084075233	0.00127793
-0.080828492	0.001300656
-0.077576439	0.001345837
-0.074324514	0.001390474
-0.071078955	0.001408204
-0.067834317	0.001422046
-0.064588187	0.001442187
-0.061337293	0.001482469
-0.058083694	0.001534182
-0.054838559	0.001550123
-0.051602254	0.001528738
-0.048365527	0.001509142
-0.045128156	0.001492267
-0.041891042	0.001474303
-0.039099353	0.001441882
-0.036651386	0.001202129
-0.034822201	0.001037273
-0.03374018	0.000942083
-0.031834496	0.000783672
-0.029797317	0.000638221
-0.027709807	0.000469541
-0.022166822	0.000245628
-0.020362723	0.000302585
-0.017683187	0.000418863
-0.015827556	0.000522294
-0.012411174	0.000666676
-0.010264816	0.00063711
-0.008915765	0.00049497
-0.007681743	0.000345672
-0.005647049	0.000209234
-0.003641637	0.000109828
-0.000384635	5.13761E-05
0.003092071	7.7392E-05
0.005874668	0.000174579
0.007041165	0.00030102
0.008901541	0.000424504
0.010450651	0.000566804
0.0124517	0.000751097
0.015312072	0.00067929
0.017405076	0.000514383
0.019576098	0.000349549
0.020800963	0.000281175
0.024095707	0.000325577
0.026715435	0.000394365
0.028749192	0.000529725
0.032806113	0.000826896
0.03124885	0.000668259
0.034008363	0.000944652
0.035633745	0.001077292
0.037617091	0.001251907
0.042666854	0.00142259
0.045864687	0.001500804
0.049176241	0.00153527
0.052421211	0.001550512
0.055662833	0.001551601
0.058903424	0.001548335
0.0621435	0.001542891
0.065383576	0.001537448
0.068895417	0.001513037
0.07160358	0.001494549
0.075082811	0.001432388
0.078490212	0.00134756
0.08154416	0.001342027
0.084780244	0.001319708
0.088018159	0.001305132
0.091251767	0.00127235
0.094687025	0.001229627
0.097456272	0.001195339
0.100948555	0.001156948
0.104425197	0.001083846
0.107129763	0.00105015
0.110643669	0.00103447
0.113878336	0.001006164
0.117117897	0.000998543
0.120359261	0.000998543
0.123598564	0.000989833
0.126829468	0.00094562
0.130055406	0.000880419
0.133464242	0.000801658
0.136391435	0.000779321
0.139747171	0.000743788
0.143037933	0.000690374
0.146210709	0.00066268
0.149003114	0.000633285
0.300000000	0.000000000
